X;Y;AREA;INTERSECCI;CALLE_2;CALLE_1;CONTROLADO;DIRECCION NORMALIZADA;CALLE;CRUCE
-58,4131807217660;-34,629525115040;5;PAVON - VIRREY LINIERS;VIRREY LINIERS;PAVON;AUTOTROL CT800DMC;LINIERS VIRREY Y PAVON;LINIERS VIRREY;PAVON
-58,4948524225798;-34,629534457407;6;AV. JUAN B. JUSTO - CARRASCO;CARRASCO;AV. JUAN B. JUSTO;AUTOTROL CT800DMC;CARRASCO AV. Y JUSTO, JUAN B. AV.;CARRASCO AV.;JUSTO, JUAN B. AV.
-58,4444784839508;-34,629581918202;5;AV. DIRECTORIO - HORTIGUERA;HORTIGUERA;AV. DIRECTORIO;AUTOTROL CT800Y;HORTIGUERA Y DIRECTORIO AV.;HORTIGUERA;DIRECTORIO AV.
-58,4565428447089;-34,629645296528;5;AV. JUAN BAUTISTA ALBERDI - LAUTARO;LAUTARO;AV. JUAN BAUTISTA ALBERDI;AUTOTROL CT800Y;LAUTARO Y ALBERDI, JUAN BAUTISTA AV.;LAUTARO;ALBERDI, JUAN BAUTISTA AV.
-58,3827201507964;-34,629712529755;5;PEDRO ECHAGUE - SALTA.;SALTA.;PEDRO ECHAGUE;AUTOTROL CT800DMC;SALTA Y ECHAGUE, PEDRO;SALTA;ECHAGUE, PEDRO
-58,3772422635699;-34,629730337383;2;MONTES DE OCA AV.-FINOCHIETTO;FINOCHIETTO;MONTES DE OCA AV.;SCHNEIDER RBY;FINOCHIETTO ENRIQUE DR. Y MONTES DE OCA, MANUEL AV.;FINOCHIETTO ENRIQUE DR.;MONTES DE OCA, MANUEL AV.
-58,5043144615377;-34,629786476888;8;AV. LOPE DE VEGA-A. MAGARIÑOS CERVANTES;A. MAGARIÑOS CERVANTES;AV. LOPE DE VEGA;AUTOTROL CT800DMC;MAGARIÑOS CERVANTES, A. Y LOPE DE VEGA AV.;MAGARIÑOS CERVANTES, A.;LOPE DE VEGA AV.
-58,4849382875092;-34,629811242204;6;AV. AVELLANEDA - MERCEDES;MERCEDES;AV. AVELLANEDA;AUTOTROL CT800DMC;MERCEDES Y AVELLANEDA AV.;MERCEDES;AVELLANEDA AV.
-58,4460617826413;-34,629817295588;5;AV. DIRECTORIO - PUAN;PUAN;AV. DIRECTORIO;AUTOTROL CT800Y;PUAN Y DIRECTORIO AV.;PUAN;DIRECTORIO AV.
-58,3841990203573;-34,629834625790;5;SANTIAGO DEL ESTERO-PEDRO ECHAGUE;PEDRO ECHAGUE;SANTIAGO DEL ESTERO;AUTOTROL CT800DMC;ECHAGUE, PEDRO Y SANTIAGO DEL ESTERO;ECHAGUE, PEDRO;SANTIAGO DEL ESTERO
-58,4098713517562;-34,629887094414;5;AV. JUAN DE GARAY - 24 DE NOVIEMBRE;24 DE NOVIEMBRE;AV. JUAN DE GARAY;AUTOTROL CT800DMC;24 DE NOVIEMBRE Y GARAY, JUAN DE AV.;24 DE NOVIEMBRE;GARAY, JUAN DE AV.
-58,3640841899889;-34,629909782576;2;BROWN ALTE. AV.-ARZOBISPO ESPINOSA;ARZOBISPO ESPINOSA;BROWN ALTE. AV.;SIEMENS CLS95;ARZOBISPO ESPINOSA Y BROWN, ALTE. AV.;ARZOBISPO ESPINOSA;BROWN, ALTE. AV.
-58,4576025620740;-34,629980635887;5;AV. JUAN BAUTISTA ALBERDI - CAMACUA;CAMACUA;AV. JUAN BAUTISTA ALBERDI;AUTOTROL CT800Y;CAMACUA Y ALBERDI, JUAN BAUTISTA AV.;CAMACUA;ALBERDI, JUAN BAUTISTA AV.
-58,4008640819453;-34,630009648634;5;AV. JUJUY - INCLAN;INCLAN;AV. JUJUY;AUTOTROL CT800Y;INCLAN Y JUJUY AV.;INCLAN;JUJUY AV.
-58,4475143186307;-34,630035381857;5;AV. DIRECTORIO - MIRO;MIRO;AV. DIRECTORIO;AUTOTROL CT800Y;MIRO Y DIRECTORIO AV.;MIRO;DIRECTORIO AV.
-58,4387181412874;-34,630072025282;5;ZUVIRIA  - DEL BARCO CENTENERA - EVA PERON;DEL BARCO CENTENERA;ZUVIRIA;AUTOTROL CT800Y;BARCO CENTENERA DEL Y ZUVIRIA;BARCO CENTENERA DEL;ZUVIRIA
-58,4622375267653;-34,630087596443;5;RAMON FALCON - RIVERA INDARTE;RIVERA INDARTE;RAMON FALCON;AUTOTROL CT800Y;RIVERA INDARTE AV. Y FALCON, RAMON L.,CNEL.;RIVERA INDARTE AV.;FALCON, RAMON L.,CNEL.
-58,4956982083222;-34,630107805598;6;AV. JUAN B. JUSTO - BERMUDEZ;BERMUDEZ;AV. JUAN B. JUSTO;AUTOTROL CT800DMC;BERMUDEZ Y JUSTO, JUAN B. AV.;BERMUDEZ;JUSTO, JUAN B. AV.
-58,4861752347578;-34,630117921152;6;AV. AVELLANEDA - GUALEGUAYCHU;GUALEGUAYCHU;AV. AVELLANEDA;AUTOTROL CT800DMC;GUALEGUAYCHU Y AVELLANEDA AV.;GUALEGUAYCHU;AVELLANEDA AV.
-58,4482230396169;-34,630142162789;5;AV. DIRECTORIO - ACHAVAL;ACHAVAL;AV. DIRECTORIO;AUTOTROL CT800Y;ACHAVAL Y DIRECTORIO AV.;ACHAVAL;DIRECTORIO AV.
-58,4158962786132;-34,630174728580;5;AV. BOEDO - AV. PAVON;AV. PAVON;AV. BOEDO;AUTOTROL CT800DMC;PAVON AV. Y BOEDO AV.;PAVON AV.;BOEDO AV.
-58,4164436243011;-34,630237757631;5;AV. PAVON - COLOMBRES;COLOMBRES;AV. PAVON;AUTOTROL CT800Y;COLOMBRES Y PAVON AV.;COLOMBRES;PAVON AV.
-58,5140358505465;-34,630256698794;8;IRIGOYEN-MIRANDA;MIRANDA;IRIGOYEN;AUTOTROL CT800DMC;MIRANDA E IRIGOYEN;MIRANDA;IRIGOYEN
-58,4064027863441;-34,630280389007;5;AV. CHICLANA - LA RIOJA - INCLAN;LA RIOJA;AV. CHICLANA;AUTOTROL CT800DMC;LA RIOJA Y CHICLANA AV.;LA RIOJA;CHICLANA AV.
-58,4869452002528;-34,630308832671;6;AV. AVELLANEDA - AV. SEGUROLA;AV. SEGUROLA;AV. AVELLANEDA;AUTOTROL CT800DMC;SEGUROLA AV. Y AVELLANEDA;SEGUROLA AV.;AVELLANEDA
-58,4587620503680;-34,630347519402;5;AV. JUAN BAUTISTA ALBERDI - ESTEBAN BONORINO;ESTEBAN BONORINO;AV. JUAN BAUTISTA ALBERDI;AUTOTROL CT800Y;BONORINO, ESTEBAN, CNEL. AV. Y ALBERDI, JUAN BAUTISTA AV.;BONORINO, ESTEBAN, CNEL. AV.;ALBERDI, JUAN BAUTISTA AV.
-58,4117816505631;-34,630354540825;5;AV. JUAN DE GARAY - SANCHEZ DE LORIA;SANCHEZ DE LORIA;AV. JUAN DE GARAY;AUTOTROL CT800DMC;SANCHEZ DE LORIA Y GARAY, JUAN DE AV.;SANCHEZ DE LORIA;GARAY, JUAN DE AV.
-58,4683035428687;-34,630362642196;6;AV. RIVADAVIA - AV. LAFUENTE - TERRADA;AV. LAFUENTE;AV. RIVADAVIA;AUTOTROL CT800DMC;LAFUENTE Y RIVADAVIA AV.;LAFUENTE;RIVADAVIA AV.
-58,3962609475984;-34,630365659915;5;AV. BRASIL - PICHINCHA;PICHINCHA;AV. BRASIL;AUTOTROL CT800DMC;PICHINCHA AV. Y BRASIL;PICHINCHA AV.;BRASIL
-58,4177653538501;-34,630383682272;5;AV. PAVON - CASTRO BARROS;CASTRO BARROS;AV. PAVON;AUTOTROL CT800DMC;CASTRO BARROS Y PAVON AV.;CASTRO BARROS;PAVON AV.
-58,3633544281777;-34,630390177530;2;BROWN ALTE. AV.-2 DE SETIEMBRE;2 DE SETIEMBRE;BROWN ALTE. AV.;SIEMENS CLS95;20 DE SETIEMBRE Y BROWN, ALTE. AV.;20 DE SETIEMBRE;BROWN, ALTE. AV.
-58,4549123060429;-34,630412809067;5;AV. CARABOBO - JOSE BONIFACIO;JOSE BONIFACIO;AV. CARABOBO;AUTOTROL CT800Y;BONIFACIO, JOSE Y CARABOBO AV.;BONIFACIO, JOSE;CARABOBO AV.
-58,4259814288430;-34,630450698797;5;AV. LA PLATA - ESTRADA - TARIJA;AV. LA PLATA -;ESTRADA - TARIJA;AUTOTROL CT800Y;LA PLATA AV. Y ESTRADA;LA PLATA AV.;ESTRADA
-58,3907862261950;-34,630516966208;5;ENTRE RIOS AV. -PEDRO ECHAGUE;PEDRO ECHAGUE;ENTRE RIOS AV. ;AUTOTROL CT800DMC;ECHAGUE, PEDRO Y ENTRE RIOS AV.;ECHAGUE, PEDRO;ENTRE RIOS AV.
-58,4191402453304;-34,630538907719;5;AV. PAVON - CASTRO;CASTRO;AV. PAVON;AUTOTROL CT800Y;CASTRO Y PAVON AV.;CASTRO;PAVON AV.
-58,3785475275885;-34,630576964164;2;HORNOS GRAL.-FINOCHIETTO;FINOCHIETTO;HORNOS GRAL.;-;FINOCHIETTO ENRIQUE DR. Y HORNOS, GRAL.;FINOCHIETTO ENRIQUE DR.;HORNOS, GRAL.
-58,4515770308030;-34,630637959013;5;AV. DIRECTORIO - CURAPALIGUE;CURAPALIGUE;AV. DIRECTORIO;AUTOTROL CT800DMC;CURAPALIGUE Y DIRECTORIO AV.;CURAPALIGUE;DIRECTORIO AV.
-58,3914997853822;-34,630663657441;2;COMBATE DE LOS POZOS-PEDRO ECHAGUE;PEDRO ECHAGUE;COMBATE DE LOS POZOS;SIEMENS CLS95;ECHAGUE, PEDRO Y COMBATE DE LOS POZOS;ECHAGUE, PEDRO;COMBATE DE LOS POZOS
-58,4130737928105;-34,630671702757;5;AV. JUAN DE GARAY - VIRREY LINIERS;VIRREY LINIERS;AV. JUAN DE GARAY;AUTOTROL CT800DMC;LINIERS VIRREY Y GARAY, JUAN DE AV.;LINIERS VIRREY;GARAY, JUAN DE AV.
-58,4204631700945;-34,630698536092;5;AV. PAVON - QUINTINO BOCAYUVA;QUINTINO BOCAYUVA;AV. PAVON;AUTOTROL CT800Y;BOCAYUVA, QUINTINO Y PAVON AV.;BOCAYUVA, QUINTINO;PAVON AV.
-58,4600852086076;-34,630763903857;5;AV. JUAN BAUTISTA ALBERDI - MEMBRILLAR;MEMBRILLAR;AV. JUAN BAUTISTA ALBERDI;AUTOTROL CT800Y;MEMBRILLAR Y ALBERDI, JUAN BAUTISTA AV.;MEMBRILLAR;ALBERDI, JUAN BAUTISTA AV.
-58,4560032918523;-34,630767812518;5;BONIFACIO - LAUTARO;LAUTARO;BONIFACIO;AUTOTROL CT800Y;LAUTARO Y BONIFACIO, JOSE;LAUTARO;BONIFACIO, JOSE
-58,3719372714879;-34,630802898436;2;GARCIA MARTIN AV.-PIEDRAS;PIEDRAS;GARCIA MARTIN AV.;SIEMENS CLS95;PIEDRAS Y GARCIA, MARTIN AV.;PIEDRAS;GARCIA, MARTIN AV.
-58,3705372376313;-34,630808320645;2;REGIMIENTO DE PATRICIOS AV.-PI Y MARGALL;PI Y MARGALL;REGIMIENTO DE PATRICIOS AV.;SIEMENS CLS95;PI Y MARGALL Y REGIMIENTO DE PATRICIOS AV.;PI Y MARGALL;REGIMIENTO DE PATRICIOS AV.
-58,3826661349436;-34,630859548016;5;15 DE NOVIEMBRE-SALTA;SALTA;15 DE NOVIEMBRE;AUTOTROL CT800DMC;SALTA Y 15 DE NOVIEMBRE DE 1889;SALTA;15 DE NOVIEMBRE DE 1889
-58,4974430702548;-34,630876351779;6;AV. JUAN B. JUSTO - CERVANTES;CERVANTES;AV. JUAN B. JUSTO;AUTOTROL CT800DMC;CERVANTES Y JUSTO, JUAN B. AV.;CERVANTES;JUSTO, JUAN B. AV.
-58,4218212668315;-34,630896613183;5;AV. PAVON - TREINTA Y TRES ORIENTALES;TREINTA Y TRES ORIENTALES;AV. PAVON;AUTOTROL CT800DMC;TREINTA Y TRES ORIENTALES Y PAVON AV.;TREINTA Y TRES ORIENTALES;PAVON AV.
-58,4649631152876;-34,630910626561;6;RAMON FALCON - VARELA;VARELA;RAMON FALCON;AUTOTROL CT800DMC;VARELA Y FALCON, RAMON L.,CNEL.;VARELA;FALCON, RAMON L.,CNEL.
-58,4145060727289;-34,631023273682;5;AV. JUAN DE GARAY - MAZA;MAZA;AV. JUAN DE GARAY;AUTOTROL CT800DMC;MAZA Y GARAY, JUAN DE AV.;MAZA;GARAY, JUAN DE AV.
-58,3623584631025;-34,631045913174;2;BROWN ALTE. AV.-BLANES;BLANES;BROWN ALTE. AV.;SIEMENS CLS95;BLANES, JUAN MANUEL Y BROWN, ALTE. AV.;BLANES, JUAN MANUEL;BROWN, ALTE. AV.
-58,3600469133702;-34,631047640275;2;PEREZ GALDOS BENITO AV.-NECOCHEA;NECOCHEA;PEREZ GALDOS BENITO AV.;SIEMENS CLS95;NECOCHEA Y PEREZ GALDOS, BENITO AV.;NECOCHEA;PEREZ GALDOS, BENITO AV.
-58,4231181134626;-34,631095359218;5;AV. PAVON - JOSE MARMOL;JOSE MARMOL;AV. PAVON;AUTOTROL CT800Y;MARMOL, JOSE Y PAVON AV.;MARMOL, JOSE;PAVON AV.
-58,3855250774947;-34,631118308527;5;15 DE NOVIEMBRE-SAN JOSE;SAN JOSE;15 DE NOVIEMBRE;AUTOTROL CT800DMC;SAN JOSE Y 15 DE NOVIEMBRE DE 1889;SAN JOSE;15 DE NOVIEMBRE DE 1889
-58,3991651971779;-34,631122863140;5;AV. BRASIL - ALBERTI;ALBERTI;AV. BRASIL;AUTOTROL CT800DMC;ALBERTI Y BRASIL;ALBERTI;BRASIL
-58,4711930278938;-34,631129117190;6;AV. RIVADAVIA - QUIRNO - ARGERICH;QUIRNO;AV. RIVADAVIA;AUTOTROL CT800DMC;QUIRNO Y RIVADAVIA AV.;QUIRNO;RIVADAVIA AV.
-58,4532335211236;-34,631138746009;5;AV. DIRECTORIO - PUMACAHUA;PUMACAHUA;AV. DIRECTORIO;AUTOTROL CT800Y;PUMACAHUA Y DIRECTORIO AV.;PUMACAHUA;DIRECTORIO AV.
-58,3867385174389;-34,631225344919;5;15 DE NOVIEMBRE-SAENZ PEÑA LUIS PTE.;SAENZ PEÑA LUIS PTE.;15 DE NOVIEMBRE;AUTOTROL CT800DMC;SAENZ PEÑA, LUIS, PRES. Y 15 DE NOVIEMBRE DE 1889;SAENZ PEÑA, LUIS, PRES.;15 DE NOVIEMBRE DE 1889
-58,4617374076103;-34,631260913232;5;AV. JUAN BAUTISTA ALBERDI - RIVERA INDARTE;RIVERA INDARTE;AV. JUAN BAUTISTA ALBERDI;AUTOTROL CT800DMC;RIVERA INDARTE AV. Y ALBERDI, JUAN BAUTISTA AV.;RIVERA INDARTE AV.;ALBERDI, JUAN BAUTISTA AV.
-58,4244337934035;-34,631296984816;5;AV. PAVON - MIÑIZ;MIÑIZ;AV. PAVON;AUTOTROL CT800DMC;MIÑIZ Y PAVON AV.;MIÑIZ;PAVON AV.
-58,4663302747986;-34,631322998921;6;RAMON FALCON - CULPINA;CULPINA;RAMON FALCON;AUTOTROL CT800DMC;CULPINA Y FALCON, RAMON L.,CNEL.;CULPINA;FALCON, RAMON L.,CNEL.
-58,4159579572742;-34,631379624166;5;AV. JUAN DE GARAY - AV. BOEDO;AV. BOEDO;AV. JUAN DE GARAY;AUTOTROL CT800DMC;BOEDO AV. Y GARAY, JUAN DE AV.;BOEDO AV.;GARAY, JUAN DE AV.
-58,3890329366771;-34,631427117684;5;15 DE NOVIEMBRE-SOLIS;SOLIS;15 DE NOVIEMBRE;AUTOTROL CT800DMC;SOLIS Y 15 DE NOVIEMBRE DE 1889;SOLIS;15 DE NOVIEMBRE DE 1889
-58,5020508351523;-34,631452163972;8;AV. LOPE DE VEGA-GRAL. CESAR DIAZ;GRAL. CESAR DIAZ;AV. LOPE DE VEGA;AUTOTROL CT800DMC;DIAZ, CESAR, GRAL. Y LOPE DE VEGA AV.;DIAZ, CESAR, GRAL.;LOPE DE VEGA AV.
-58,4723779768785;-34,631461291725;6;AV. RIVADAVIA - JOSE MARTI - HELGUERA;JOSE MARTI;AV. RIVADAVIA;AUTOTROL CT800DMC;MARTI, JOSE Y RIVADAVIA AV.;MARTI, JOSE;RIVADAVIA AV.
-58,4165605076546;-34,631461899647;5;AV. JUAN DE GARAY - COLOMBRES;COLOMBRES;AV. JUAN DE GARAY;AUTOTROL CT800Y;COLOMBRES Y GARAY, JUAN DE AV.;COLOMBRES;GARAY, JUAN DE AV.
-58,4330221503541;-34,631469068780;5;AV. JOSE MATIAS MORENO - ESTRADA;ESTRADA;AV. JOSE MATIAS MORENO;AUTOTROL CT800DMC;ESTRADA Y MORENO, JOSE MARIA AV.;ESTRADA;MORENO, JOSE MARIA AV.
-58,4543786086861;-34,631499402264;5;AV. DIRECTORIO - AV. CARABOBO;AV. CARABOBO;AV. DIRECTORIO;AUTOTROL CT800Y;CARABOBO AV. Y DIRECTORIO AV.;CARABOBO AV.;DIRECTORIO AV.
-58,3726114319404;-34,631504253608;2;GARCIA MARTIN AV.- TACUARI - AZARA;TACUARI - AZARA;GARCIA MARTIN AV.;SIEMENS CLS95;TACUARI Y GARCIA, MARTIN AV.;TACUARI;GARCIA, MARTIN AV.
-58,4992699504326;-34,631509002265;6;AV. JUAN B. JUSTO - PEDRO CALDERON DE LA BARCA;PEDRO CALDERON DE LA BARCA;AV. JUAN B. JUSTO;AUTOTROL CT800DMC;CALDERON DE LA BARCA, PEDRO Y JUSTO, JUAN B. AV.;CALDERON DE LA BARCA, PEDRO;JUSTO, JUAN B. AV.
-58,3906656444773;-34,631528454024;5;ENTRE RIOS AV. -15 DE NOVIEMBRE;15 DE NOVIEMBRE;ENTRE RIOS AV. ;AUTOTROL CT800DMC;15 DE NOVIEMBRE DE 1889 Y ENTRE RIOS AV.;15 DE NOVIEMBRE DE 1889;ENTRE RIOS AV.
-58,4272085456389;-34,631534530012;5;AV. ASAMBLEA - SENILLOSA;SENILLOSA;AV. ASAMBLEA;AUTOTROL CT800Y;SENILLOSA Y ASAMBLEA AV.;SENILLOSA;ASAMBLEA AV.
-58,4284972149150;-34,631580116258;5;AV. ASAMBLEA - DOBLAS;DOBLAS;AV. ASAMBLEA;AUTOTROL CT800DMC;DOBLAS Y ASAMBLEA AV.;DOBLAS;ASAMBLEA AV.
-58,5136410933863;-34,631590960626;8;ELPIDIO GONZALEZ-RUIZ DE LOS LLANOS;RUIZ DE LOS LLANOS;ELPIDIO GONZALEZ;AUTOTROL CT800DMC;RUIZ DE LOS LLANOS Y GONZALEZ, ELPIDIO;RUIZ DE LOS LLANOS;GONZALEZ, ELPIDIO
-58,4177851398327;-34,631593983848;5;AV. JUAN DE GARAY - CASTRO BARROS;CASTRO BARROS;AV. JUAN DE GARAY;AUTOTROL CT800DMC;CASTRO BARROS Y GARAY, JUAN DE AV.;CASTRO BARROS;GARAY, JUAN DE AV.
-58,4005310513244;-34,631596043277;5;AV. BRASIL - AV. JUJUY;AV. JUJUY;AV. BRASIL;AUTOTROL CT800DMC;JUJUY AV. Y BRASIL;JUJUY AV.;BRASIL
-58,4631050680883;-34,631673532995;5;AV. JUAN BAUTISTA ALBERDI - PEDERNERA;PEDERNERA;AV. JUAN BAUTISTA ALBERDI;AUTOTROL CT800DMC;PEDERNERA Y ALBERDI, JUAN BAUTISTA AV.;PEDERNERA;ALBERDI, JUAN BAUTISTA AV.
-58,3913963932192;-34,631708395848;5;15 DE NOVIEMBRE-COMBATE DE LOS POZOS;COMBATE DE LOS POZOS;15 DE NOVIEMBRE;AUTOTROL CT800DMC;COMBATE DE LOS POZOS Y 15 DE NOVIEMBRE DE 1889;COMBATE DE LOS POZOS;15 DE NOVIEMBRE DE 1889
-58,3704563736366;-34,631737564118;2;REGIMIENTO DE PATRICIOS AV.-LIBERTI;LIBERTI;REGIMIENTO DE PATRICIOS AV.;SIEMENS CLS95;LIBERTI, TOMAS Y REGIMIENTO DE PATRICIOS AV.;LIBERTI, TOMAS;REGIMIENTO DE PATRICIOS AV.
-58,4191890218328;-34,631742599751;5;AV. JUAN DE GARAY - CASTRO;CASTRO;AV. JUAN DE GARAY;AUTOTROL CT800DMC;CASTRO Y GARAY, JUAN DE AV.;CASTRO;GARAY, JUAN DE AV.
-58,5120429995910;-34,631789006119;8;IRIGOYEN-JUAN AGUSTIN GARCIA;JUAN AGUSTIN GARCIA;IRIGOYEN;AUTOTROL CT800DMC;GARCIA, JUAN AGUSTIN E IRIGOYEN;GARCIA, JUAN AGUSTIN;IRIGOYEN
-58,4734835312179;-34,631790785301;6;AV. RIVADAVIA - PORTELA - CUENCA;PORTELA;AV. RIVADAVIA;AUTOTROL CT800DMC;PORTELA Y RIVADAVIA AV.;PORTELA;RIVADAVIA AV.
-58,3826207596388;-34,631792203423;5;AV.CASEROS - SALTA;SALTA;AV.CASEROS;AUTOTROL CT800DMC;SALTA Y CASEROS AV.;SALTA;CASEROS AV.
-58,4554877538250;-34,631850467888;5;AV. DIRECTORIO - LAUTARO;LAUTARO;AV. DIRECTORIO;AUTOTROL CT800DMC;LAUTARO Y DIRECTORIO AV.;LAUTARO;DIRECTORIO AV.
-58,4062210955946;-34,631851517408;5;SALCEDO - LA RIOJA;LA RIOJA;SALCEDO;AUTOTROL CT800DMC;LA RIOJA Y SALCEDO;LA RIOJA;SALCEDO
-58,4204905087488;-34,631877571910;5;AV. JUAN DE GARAY - QUINTINO BOCAYUVA;QUINTINO BOCAYUVA;AV. JUAN DE GARAY;AUTOTROL CT800DMC;BOCAYUVA, QUINTINO Y GARAY, JUAN DE AV.;BOCAYUVA, QUINTINO;GARAY, JUAN DE AV.
-58,4434693807671;-34,631960022618;5;AV. EVA PERON - HORTIGUERA;HORTIGUERA;AV. EVA PERON;AUTOTROL CT800Y;HORTIGUERA Y PERON, EVA AV.;HORTIGUERA;PERON, EVA AV.
-58,3609439970591;-34,631977067449;2;BROWN ALTE. AV.-PEREZ GALDOS BENITO-VILLAFAÃ‘E WENCESLAO;PEREZ GALDOS BENITO;BROWN ALTE. AV.;SCHNEIDER T-RBY;PEREZ GALDOS, BENITO AV. Y BROWN, ALTE. AV.;PEREZ GALDOS, BENITO AV.;BROWN, ALTE. AV.
-58,4297185164918;-34,631994688224;5;AV. ASAMBLEA - VIEL;VIEL;AV. ASAMBLEA;AUTOTROL CT800DMC;VIEL Y ASAMBLEA AV.;VIEL;ASAMBLEA AV.
-58,4746041663170;-34,632061745713;6;AV. RIVADAVIA - PERGAMINO - CAMPANA;PERGAMINO;AV. RIVADAVIA;AUTOTROL CT800DMC;PERGAMINO Y RIVADAVIA AV.;PERGAMINO;RIVADAVIA AV.
-58,4644437749658;-34,632085855977;5;AV. JUAN BAUTISTA ALBERDI - VARELA;VARELA;AV. JUAN BAUTISTA ALBERDI;AUTOTROL CT800Y;VARELA Y ALBERDI, JUAN BAUTISTA AV.;VARELA;ALBERDI, JUAN BAUTISTA AV.
-58,4373664805668;-34,632102822823;5;AV. DEL BARCO CENTENERA - ESTRADA;ESTRADA;AV. DEL BARCO CENTENERA;AUTOTROL CT800Y;ESTRADA Y BARCO CENTENERA DEL;ESTRADA;BARCO CENTENERA DEL
-58,4228657811157;-34,632108666499;5;AV. JUAN DE GARAY - JOSE MARMOL;JOSE MARMOL;AV. JUAN DE GARAY;AUTOTROL CT800DMC;MARMOL, JOSE Y GARAY, JUAN DE AV.;MARMOL, JOSE;GARAY, JUAN DE AV.
-58,4689911945850;-34,632154320815;5;AV. SAN PEDRITO - RAMON FALCON;RAMON FALCON;AV. SAN PEDRITO;AUTOTROL CT800DMC;FALCON, RAMON L.,CNEL. Y SAN PEDRITO AV.;FALCON, RAMON L.,CNEL.;SAN PEDRITO AV.
-58,4020037712245;-34,632167854383;5;AV. BRASIL - CATAMARCA;CATAMARCA;AV. BRASIL;AUTOTROL CT800DMC;CATAMARCA Y BRASIL;CATAMARCA;BRASIL
-58,4565461315984;-34,632188562725;5;AV. DIRECTORIO - CAMACUA;CAMACUA;AV. DIRECTORIO;AUTOTROL CT800DMC;CAMACUA Y DIRECTORIO AV.;CAMACUA;DIRECTORIO AV.
-58,3761629956119;-34,632191426821;2;MONTES DE OCA AV.-ITUZAINGO;ITUZAINGO;MONTES DE OCA AV.;SCHNEIDER T-RBY;ITUZAINGO Y MONTES DE OCA, MANUEL AV.;ITUZAINGO;MONTES DE OCA, MANUEL AV.
-58,4082367201581;-34,632194700995;5;AV. CHICLANA - SALCEDO - GRAL URQUIZA;SALCEDO;AV. CHICLANA;AUTOTROL CT800DMC;SALCEDO Y CHICLANA AV.;SALCEDO;CHICLANA AV.
-58,4242168673289;-34,632238122311;5;AV. JUAN DE GARAY - MIÑIZ;MIÑIZ;AV. JUAN DE GARAY;AUTOTROL CT800Y;MIÑIZ Y GARAY, JUAN DE AV.;MIÑIZ;GARAY, JUAN DE AV.
-58,3589855991325;-34,632291326800;2;DEL VALLE ARISTOBULO-NECOCHEA;NECOCHEA;DEL VALLE ARISTOBULO;SIEMENS CLS95;NECOCHEA Y VALLE, ARISTOBULO DEL;NECOCHEA;VALLE, ARISTOBULO DEL
-58,4756545180550;-34,632315660528;6;AV. RIVADAVIA - AZUL - CONCORDIA;AZUL;AV. RIVADAVIA;AUTOTROL CT800DMC;AZUL Y RIVADAVIA AV.;AZUL;RIVADAVIA AV.
-58,5004988708064;-34,632363571964;6;AV. JUAN B. JUSTO - AV. LOPE DE VEGA;AV. LOPE DE VEGA;AV. JUAN B. JUSTO;AUTOTROL CT800DMC;LOPE DE VEGA AV. Y JUSTO, JUAN B. AV.;LOPE DE VEGA AV.;JUSTO, JUAN B. AV.
-58,4255304723767;-34,632363959969;5;AV. JUAN DE GARAY - AV. VERNET - AV. LA PLATA;AV. VERNET - AV. LA PLATA;AV. JUAN DE GARAY;AUTOTROL CT800Y;VERNET AV. Y GARAY, JUAN DE AV.;VERNET AV.;GARAY, JUAN DE AV.
-58,3839934784068;-34,632395292778;5;CASEROS AV.-SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;CASEROS AV.;AUTOTROL CT800DMC;SANTIAGO DEL ESTERO Y CASEROS AV.;SANTIAGO DEL ESTERO;CASEROS AV.
-58,4612467320874;-34,632403523364;5;JOSE BONIFACIO - RIVERA INDARTE;RIVERA INDARTE;JOSE BONIFACIO;AUTOTROL CT800Y;RIVERA INDARTE AV. Y BONIFACIO, JOSE;RIVERA INDARTE AV.;BONIFACIO, JOSE
-58,4329128936714;-34,632497854948;5;AV. JOSE MATIAS MORENO - SALAS;SALAS;AV. JOSE MATIAS MORENO;AUTOTROL CT800DMC;SALAS Y MORENO, JOSE MARIA AV.;SALAS;MORENO, JOSE MARIA AV.
-58,3570342727793;-34,632527109383;2;BRIN MINISTRO-PINZON;PINZON;BRIN MINISTRO;SIEMENS CLS95;PINZON Y BRIN, MINISTRO;PINZON;BRIN, MINISTRO
-58,4538708035713;-34,632533177495;5;AV. CARABOBO - FRANCISCO BILBAO;FRANCISCO BILBAO;AV. CARABOBO;AUTOTROL CT800Y;BILBAO, FRANCISCO Y CARABOBO AV.;BILBAO, FRANCISCO;CARABOBO AV.
-58,4577191068475;-34,632561231475;5;AV. DIRECTORIO - CORONEL ESTEBAN BONORINO;CORONEL ESTEBAN BONORINO;AV. DIRECTORIO;AUTOTROL CT800DMC;BONORINO, ESTEBAN, CNEL. AV. Y DIRECTORIO AV.;BONORINO, ESTEBAN, CNEL. AV.;DIRECTORIO AV.
-58,4767483288562;-34,632580124991;6;AV. RIVADAVIA - DOLORES - EMILIO LAMARCA;DOLORES;AV. RIVADAVIA;AUTOTROL CT800DMC;DOLORES Y RIVADAVIA AV.;DOLORES;RIVADAVIA AV.
