X;Y;AREA;INTERSECCI;CALLE_2;CALLE_1;CONTROLADO;DIRECCION NORMALIZADA;CALLE;CRUCE
-58,4694927723384;-34,583091482462;7;TRIUNVIRATO AV. - CHORROARAN AV.;CHORROARAN AV.;TRIUNVIRATO AV.;SIEMENS CLS214PLUS;CHORROARIN AV. Y TRIUNVIRATO AV.;CHORROARIN AV.;TRIUNVIRATO AV.
-58,4316724049156;-34,583100006600;3;JUSTO JUAN B. AV.-NICARAGUA;NICARAGUA;JUSTO JUAN B. AV.;SIEMENS STC M4-20;NICARAGUA Y JUSTO, JUAN B. AV.;NICARAGUA;JUSTO, JUAN B. AV.
-58,4071969883403;-34,583159732271;3;LAS HERAS AV.-BULNES;BULNES;LAS HERAS AV.;SIEMENS STC M4-20;BULNES Y LAS HERAS GENERAL AV.;BULNES;LAS HERAS GENERAL AV.
-58,4557704865984;-34,583194014829;4;FOREST AV.-PALPA;PALPA;FOREST AV.;AUTOTROL CT800DMC;PALPA Y FOREST AV.;PALPA;FOREST AV.
-58,4476370902594;-34,583288173361;4;CORDOBA AV.-SANTOS DUMONT;SANTOS DUMONT;CORDOBA AV.;AUTOTROL CT800DMC;DUMONT, SANTOS Y CORDOBA AV.;DUMONT, SANTOS;CORDOBA AV.
-58,4260272972441;-34,583296092837;3;PARAGUAY-URIARTE;URIARTE;PARAGUAY;SIEMENS STC M4-20;URIARTE Y PARAGUAY;URIARTE;PARAGUAY
-58,4527670599710;-34,583330766921;4;LACROZE FEDERICO AV.-ROSETI;ROSETI;LACROZE FEDERICO AV.;AUTOTROL CT800DMC;ROSETI Y LACROZE, FEDERICO AV.;ROSETI;LACROZE, FEDERICO AV.
-58,4729815469739;-34,583337527693;7;COMBATIENTES DE MALVINAS AV. - LLERENA;LLERENA;COMBATIENTES DE MALVINAS AV.;SIEMENS CLS95;LLERENA Y COMBATIENTES DE MALVINAS AV.;LLERENA;COMBATIENTES DE MALVINAS AV.
-58,4373410192670;-34,583347263913;3;BONPLAND-HONDURAS;HONDURAS;BONPLAND;SIEMENS CLS214PLUS;HONDURAS Y BONPLAND;HONDURAS;BONPLAND
-58,4392831513656;-34,583353436296;3;GORRITI-CARRANZA ANGEL J.;CARRANZA ANGEL J.;GORRITI;SIEMENS CLS214PLUS;CARRANZA, ANGEL JUSTINIANO Y GORRITI;CARRANZA, ANGEL JUSTINIANO;GORRITI
-58,3959983781169;-34,583385765056;3;DEL LIBERTADOR AV.-AGUERO;AGUERO;DEL LIBERTADOR AV.;SIEMENS STC M4-20;AGUERO Y DEL LIBERTADOR AV.;AGUERO;DEL LIBERTADOR AV.
-58,4294062559575;-34,583395600900;3;GODOY CRUZ - SOLER;SOLER;GODOY CRUZ;REGER;SOLER Y GODOY CRUZ;SOLER;GODOY CRUZ
-58,4685175133674;-34,583408646533;7;TRIUNVIRATO AV. - HOLMBERG;HOLMBERG;TRIUNVIRATO AV.;SIEMENS CLS95;HOLMBERG Y TRIUNVIRATO AV.;HOLMBERG;TRIUNVIRATO AV.
-58,4020469866776;-34,583426909033;3;LAS HERAS AV.-SANCHEZ DE BUSTAMANTE;SANCHEZ DE BUSTAMANTE;LAS HERAS AV.;SIEMENS STC M4-20;SANCHEZ DE BUSTAMANTE Y LAS HERAS GENERAL AV.;SANCHEZ DE BUSTAMANTE;LAS HERAS GENERAL AV.
-58,4040296414781;-34,583442324860;3;LAS HERAS AV.-BILLINGHURST;BILLINGHURST;LAS HERAS AV.;SIEMENS STC M4-20;BILLINGHURST Y LAS HERAS GENERAL AV.;BILLINGHURST;LAS HERAS GENERAL AV.
-58,4053627931314;-34,583452683487;3;LAS HERAS AV. - ORTIZ DE OCAMPO;ORTIZ DE OCAMPO;LAS HERAS AV.;SIEMENS STC M4-20;ORTIZ DE OCAMPO Y LAS HERAS GENERAL AV.;ORTIZ DE OCAMPO;LAS HERAS GENERAL AV.
-58,4061752690755;-34,583458982073;3;LAS HERAS AV.-DIAZ CNEL. AV. -PACHECO DE MELO;DIAZ CNEL. AV. ;LAS HERAS AV.;SIEMENS STC M4-20;DIAZ, CNEL. AV. Y LAS HERAS GENERAL AV.;DIAZ, CNEL. AV.;LAS HERAS GENERAL AV.
-58,4976560449590;-34,583482938025;7;MOSCONI AV. - ARTIGAS, J.G., GRAL.;ARTIGAS, J.G., GRAL.;MOSCONI AV.;SIEMENS CLE;ARTIGAS, JOSE GERVASIO, GRAL. Y MOSCONI GENERAL AV.;ARTIGAS, JOSE GERVASIO, GRAL.;MOSCONI GENERAL AV.
